PSC CODE,PRODUCT AND SERVICE CODE NAME,START DATE,END DATE,PRODUCT AND SERVICE CODE FULL NAME,PRODUCT AND SERVICE CODE EXCLUDES,PRODUCT AND SERVICE CODE NOTES,PRODUCT AND SERVICE CODE INICLUDES
5985,"ANTENNAS, WAVEGUIDES, AND RELATED EQUIPMENT",2011-10-01,,"Antennas, Waveguide, and Related Equip-ment",Tower Structures.,,Aerials; Mast; Tower Equipment; Attenuators; Couplers; Transmission Lines.
5990,SYNCHROS AND RESOLVERS,1978-10-15,,Synchros and Resolvers,Synchro Systems; Servo Mechanisms.,,Synchro Systems; Servo Mechanisms.
5995,"CABLE, CORD, AND WIRE ASSEMBLIES: COMMUNICATION EQUIPMENT",2011-10-01,,"Cable, Cord, and Wire Assemblies: Communication Equipment","Cable Assemblies, Fiber Optic","This class includes only those types of cable, cord, and wire  assemblies and sets (and wiring harnesses) used on or  with equipment  and components covered by groups 58 and 59. Cable, cord, wire assemblies,  and sets (wiring harnesses) used on or with equipment classified in FSC groups  other than groups 58 or 59 are classified in FSC class 6150 if multiapplication, or classified with the next higher classifiable assembly if specially designed.","Cable Assemblies, Fiber Optic"
5996,AMPLIFIERS,1991-10-01,,Amplifiers,"Multi-functional items such as Amplifier-Detector, Amplifier-Mixer and microcircuit devices.",,"Audio Amplifiers, Complementary Amplifiers, Amplifiers, Operational Amplifiers, Power Amplifiers, Radio Frequency Amplifiers, Signal Amplifiers, and Video Amplifiers."
5998,"ELECTRICAL AND ELECTRONIC ASSEMBLIES, BOARDS, CARDS, AND ASSOCIATED HARDWARE",2011-10-01,,"Electrical and Electronic Assemblies; Boards, Cards, and Associated Hardware",circuit card and electronic component assemblies which can be identified to a more definitive Approved Item Name.,,circuit card and electronic component assemblies which can be identified to a more definitive Approved Item Name.
5999,MISCELLANEOUS ELECTRICAL AND ELECTRONIC COMPONENTS,2011-10-01,,Miscellaneous Electrical and Electronic Components,,,"Permanent Magnets and Magnetostriction Elements; Caps, Clips, and Contacts, Electrical."
60,FIBER OPTIC,1979-10-01,,,,"Fiber Optics is a general term used to describe the function where optical energy (i.e., light/laser driven rays) is guided to another location through fiber(s).  This group includes Fiber Optics items such as parts, materials, and devices used for communications, data transmission, or  illumination.  Excludes Imaging devices under FSG 65 (Medical); hand tools under FSG 51;  Electrical, Electronic and Optical Instruments under FSG 66 (Instruments).",
6010,FIBER OPTIC CONDUCTORS,1981-02-15,,Fiber Optic Conductors,,Included in this class are bulk discrete fibers.,
6015,FIBER OPTIC CABLES,1980-09-15,,Fiber Optic Cables,,Included in this class are one or more discrete fiber optic conductors with  a common protective covering in bulk form.  May include electrical conductors/cables and/or reinforcing material.,
6020,FIBER OPTIC CABLE ASSEMBLIES AND HARNESSES,2011-10-01,,Fiber Optic Cable Assemblies and Harnesses,,Included in this class are items used for communication and/or data transmission having one or more fiber optic conductors/cables with processed  end(s) or terminated in fitting(s).  Excluded from this class are items used for illumination and/or image transmission.,
6021,FIBER OPTIC SWITCHES,1991-10-01,,Fiber Optic Switches,,Included in this class are switches used for line selection in fiber  optic systems.,
6030,FIBER OPTIC DEVICES,1980-07-15,,Fiber Optic Devices,,"Included in this class are such items as transmitters, receivers, mutliplexers, demultiplexers, modulators, demodulators, repeaters, attenuators, filters, integrated optical circuits, and the like, used in fiber optic systems.",
6032,FIBER OPTIC LIGHT SOURCES AND PHOTO DETECTORS,2011-10-01,,Fiber Optic Light Sources and Photo Detectors,,Included in this class are light emitting and laser diodes and photo detectors used in fiber optic systems.,
6035,FIBER OPTIC LIGHT TRANSFER AND IMAGE TRANSFER DEVICES,2011-10-01,,Fiber Optic Light Transfer and Image Transfer Devices,,Included in this class are fiber optic devices used for illumination  and/or image transmission.  Excluded from this class are items used for  communication and/or data transmission.,
6060,FIBER OPTIC INTERCONNECTORS,1981-07-15,,Fiber Optic Interconnectors,Electrical connectors,"Included in this class are all types of fiber optic terminations, such as connectors, dividers, couplers, rotary and nonrotary joints, splitters, mixers and splicers and the like.",Electrical connectors
6070,FIBER OPTIC ACCESSORIES AND SUPPLIES,2011-10-01,,Fiber Optic Accessories and Supplies,,"Included in this class are mode stripping materials, index matching materials and other related supplies.  Excluded from this class are hardware and supplies common to both electrical and fiber optic applications which are classifiable in FSC 5975.",
6080,FIBER OPTIC KITS AND SETS,1981-05-15,,Fiber Optic Kits and Sets,tool kits and sets which are classifiable in FSC 5180; test set/ instruments  classifiable in FSG 66; and end item sets/ equipment utilizing fiber optic components which are classifiable in the applicable equipment FSC.,"Includes kits and sets which consists of fiber optic components only; fiber optic components and related parts; fiber optic components and related tools; or fiber optic components, related parts and related tools.",tool kits and sets which are classifiable in FSC 5180; test set/ instruments  classifiable in FSG 66; and end item sets/ equipment utilizing fiber optic components which are classifiable in the applicable equipment FSC.
6099,MISCELLANEOUS FIBER OPTIC COMPONENTS,2011-10-01,,Miscellaneous Fiber Optic Components,,"Included in this, class are fiber optic items which are not  classifiable in a more specific class. (See the ""Note"" for FSG 60.)",
61,"ELECTRIC WIRE, POWER DISTRIB EQPT",1979-10-01,,,,,
6105,"MOTORS, ELECTRICAL",1978-10-15,,"Motors, Electrical",Starting Motors for Engines,,Starting Motors for Engines
6110,ELECTRICAL CONTROL EQUIPMENT,1978-10-15,,Electrical Control Equipment,Automatic Pilot Mechanisms; Relays; Resistors.,,Contactors:  Motor Controllers; Power Servomechanisms; Switchgear; Voltage Regulators.
6115,"GENERATORS AND GENERATOR SETS, ELECTRICAL",2011-10-01,,"Generators and Generator Sets, Electrical",Motor-Converters: Motor-Generator Sets; Engine Generators; Engine Accessory Generators.,,"Engine, Turbine, Wind, and Hand Driven Generator Sets and  Auxiliary Aircraft Generators."
6116,"FUEL CELL POWER UNITS, COMPONENTS, AND ACCESSORIES",2011-10-01,,"Fuel Cell Power Units, Components, and Accessories",Primary Batteries (FSC 6135); Secondary Batteries (FSC 6140); Generators and Generating Sets (FSC 6115); and items for which more suitable classes are specifically prescribed by the indexes and structure of the FSC.,"This class includes items that are designed to produce an electromotive  force directly from an oxidation-reduction type of chemical reaction.  A complete  power unit must include tanks, pumps, and associated control equipment, and  requires a continuous, uninterrupted supply of liquid or gaseous fuel and oxidizers.","Complete Functioning Fuel Cell Power Units; Fuel Cells: Fuel Cell Assemblies or Modules; Fuel Cell Reactant Chambers; Fuel Feed Mechanism; Electrolyte Heaters; Heat Exchangers; and other internal components peculiar to, and used exclusively  on or with, Fuel Cell Power Units classified in this class."
6117,SOLAR ELECTRIC POWER SYSTEMS,1991-07-15,,Solar Electric Power Systems,,This class includes items which are designed for the direct conversion  of solar energy into electrical power.,
6120,TRANSFORMERS: DISTRIBUTION AND POWER STATION,2011-10-01,,Transformers: Distribution and Power Station,Potential and Current Transformers.,This class includes transformers with a kilovolt-ampere rating  above  1 kva.,Potential and Current Transformers.
6125,"CONVERTERS, ELECTRICAL, ROTATING",1978-10-15,,"Converters, Electrical, Rotating",Nonrotating Equipment.,"This class includes devices employing mechanical rotation of changing electrical energy from one form to another (i.e., AC to AC, DC to DC, AC to DC,  DC to AC).  Excluded from this class are electrical generators and generator sets (FSC 6115).","Complete Battery Charging Equipment, Rotating; Dynamotors; Motor Converters; Motor-Generator Sets; Phase Converters; Rotating Equipment; Synchronous Converters."
6130,"CONVERTERS, ELECTRICAL, NONROTATING",1978-10-15,,"Converters, Electrical, Nonrotating",Rectifying Tubes; (FSC 5960); Rectifying Crystals (FSC 5961); Rotating Equipment (FSC 6125); Transformers (FSC 5950); and Semiconductor Devices and Associated Hardware (FSC 5961).,"This class includes devices employing a means other than mechanical rotation for changing electrical energy from one form to another (i.e., AC to AC, DC to DC, AC to DC, and DC to AC).","Complete Battery Charging Equipment, Nonrotating; Power Sup-plies, Multiapplication."
6135,"BATTERIES, NONRECHARGEABLE",1978-10-15,,"Batteries, Nonrechargeable",,,Cells and Dry Batteries; Nuclear Batteries.
6140,"BATTERIES, RECHARGEABLE",1978-10-15,,"Batteries, Rechargeable",,,Rechargeable Cells and Batteries.
6145,"WIRE AND CABLE, ELECTRICAL",1978-10-15,,"Wire and Cable, Electrical",Radio Frequency Transmission Line (FSC 5985); Fiber Optic Cable (FSC 6015); Communication Cable Assemb-lies; (FSC 5995); Distribution and Power Transmission Cable Assemblies (FSC 6150).,"This class includes only bulk electrical wire and cable.  Excluded  from this class are electrical wire and cable items of definite length either with  processed ends, or terminated in fittings","Insulated and Noninsulated, Wire and Cable, such as, Antenna Wire,  Coaxial Cable, Fuse and Resistance Wire, and Magnet Wire."
6150,MISCELLANEOUS ELECTRIC POWER AND DISTRIBUTION EQUIPMENT,2011-10-01,,Miscellaneous Electric Power and Distribution Equipment,,,"Appliance and Extension Cords; Electric Power and Distribution Cable with Attachments, Multiapplication; Common Components of Electrical Rotating Equipment, such as End Bells and Frames."
6160,"MISCELLANEOUS BATTERY RETAINING FIXTURES, LINERS AND ANCILLARY ITEMS",2011-10-01,,Miscellaneous Battery Retaining Fixtures and Liners,,,"Battery Boxes, Covers, Liners, Racks, Retainers, and Trays."
62,"LIGHTING FIXTURES, LAMPS",1979-10-01,,,,,
6210,INDOOR AND OUTDOOR ELECTRIC LIGHTING FIXTURES,2011-10-01,,Indoor and Outdoor Electric Lighting Fixtures,Nonelectrical Outdoor Fixtures; Signal Fixtures; Nonelectrical Indoor Fixtures.,,"Airport, Railroad Platform, Stadium, and Street Lighting Fixtures."
6220,ELECTRIC VEHICULAR LIGHTS AND FIXTURES,2011-10-01,,Electric Vehicular Lights and Fixtures,Nonelectrical Vehicular Fixtures.,,"Automotive, Marine, Railroad, and Aircraft Lights and Fixtures."
6230,ELECTRIC PORTABLE AND HAND LIGHTING EQUIPMENT,2011-10-01,,Electric Portable and Hand Lighting Equipment,Nonelectrical Portable and Hand Lighting Equipment; Signal and  Alarm Equipment.,,Floodlights; Searchlights; Extension Lights.
6240,ELECTRIC LAMPS,1978-10-15,,Electric Lamps,,,"Fluorescent Lamps; Incandescent Lamps, Large and Miniature;  Mercury Lamps; Sodium Lamps."
6250,"BALLASTS, LAMPHOLDERS, AND STARTERS",1978-12-15,,"Ballasts, Lampholders, and Starters",,,
6260,NONELECTRICAL LIGHTING FIXTURES,1978-10-15,,Nonelectrical Lighting Fixtures,,,"Lanterns, Nonelectrical; Hand and Portable Carbide Lamps; Candles."
63,"ALARM, SIGNAL, SECURITY DETECTION",1979-10-01,,,,,
6310,TRAFFIC AND TRANSIT SIGNAL SYSTEMS,1978-12-15,,Traffic and Transit Signal Systems,Railroad Signals.,,Railroad Signals.
6320,SHIPBOARD ALARM AND SIGNAL SYSTEMS,2011-10-01,,Shipboard Alarm and Signals Systems,,,
6330,RAILROAD SIGNAL AND WARNING DEVICES,1978-12-15,,Railroad Signal and Warning Devices,Semaphore Flag Signals.,,Railroad Gates; Flasher Lights; Block Signals.
6340,AIRCRAFT ALARM AND SIGNAL SYSTEMS,1978-10-15,,Aircraft Alarm and Signal Systems,Aircraft Engine Oil and Fuel Warning Devices.,,"Oxygen Pressure Signals and Warning Devices; such as Air Pressure Warning Signals, Aircraft Crew Warning Signals, Altitude Warning Signals, Alarm Controls, Audible Landing Gear Alarms."
6350,"MISCELLANEOUS ALARM, SIGNAL, AND SECURITY DETECTION SYSTEMS",2011-10-01,,"Miscellaneous Alarm, Signal, and Security Detection Systems",Loran; Radar; Sonar; Engine Oil and Fuel Warning Devices; Aircraft  Oxygen Warning Devices.,,Anti-intrusion Alarm Systems; Foghorns; Gongs; Chimes; Bells;  Burglar Alarm Systems; Fire Alarms; Police Alarm Systems; Sounding Devices; Manual Gas Alarms; Landing Wands.
65,MEDICAL/DENTAL/VETERINARY EQPT/SUPP,1979-10-01,,,,,
6505,DRUGS AND BIOLOGICALS,1978-10-15,,Drugs and Biologicals,Medicated cosmetics and toiletries classifiable in FSC 6508 and in vitro diagnostic substances and reagents classifiable in FSC 6550.,,"All drugs, medicinal grade chemicals, and biologicals subject to the Federal Food, Drug and Cosmetic Act, Department of Agriculture (Veterinary Drugs and Biologicals), listed in the Monograph Section of the U.S. Pharmacopeia or the National Formulary or covered by the United States Adopted Names (USAN)."
6508,MEDICATED COSMETICS AND TOILETRIES,1978-11-15,,Medicated Cosmetics and Toiletries,nonmedicated cosmetics and toiletries which are classifiable in group 85.,,"medicated cosmetics and toiletries that have been determined to be drugs in accordance with the Federal Food, Drug, and Cosmetic Act."
6509,"DRUGS AND BIOLOGICALS, VETERINARY USE",2005-05-01,,"Drugs and Biologicals, Veterinary Use.",Drugs and Biologicals specifically formulated for Human use classifiable in FSC 6505.,,"All Drugs, medicinal grade chemical, and Biologicals subject to the provisions of the Department of Agriculture (Veterinary Drugs and Biologicals) specifically formulated for Veterinary use. Other Nations may apply their own legal documents."
6510,SURGICAL DRESSING MATERIALS,1978-10-15,,Surgical Dressing Materials,,,"Bandages, Compresses, Dressings, Gauze, Pads, Sponges, and impregnated surgical dressing materials."
6515,"MEDICAL AND SURGICAL INSTRUMENTS, EQUIPMENT, AND SUPPLIES",2011-10-01,,"Medical and Surgical Instruments, Equipment, and Supplies","Ophthalmic Instruments, Equipment, and Supplies; Non-Medical Endoscopes.",,"Anesthesia Apparatus; Blood Transfusion Apparatus; Oxygen Therapy Apparatus; Respirators; Orthopedic Supplies; Arch Supports; Clinical Thermometers; Sutures; Hearing Aids; Veterinary  Equipment, Endoscopes, Fiber Optic."
